tmucodigo;tmudenominacao;tmuuf
"21610";"SALGADINHO";"PB"
"25410";"SALGADINHO";"PE"
"32239";"SALGADO";"SE"
"21636";"SALGADO DE SAO FELIX";"PB"
"78336";"SALGADO FILHO";"PR"
"25437";"SALGUEIRO";"PE"
"51390";"SALINAS";"MG"
"38474";"SALINAS DA MARGARIDA";"BA"
"05231";"SALINOPOLIS";"PA"
"12734";"SALITRE";"CE"
"70033";"SALMORAO";"SP"
"25453";"SALOA";"PE"
"54453";"SALTINHO";"SP"
"09369";"SALTINHO";"SC"
"70050";"SALTO";"SP"
"51411";"SALTO DA DIVISA";"MG"
"70076";"SALTO DE PIRAPORA";"SP"
"89974";"SALTO DO CEU";"MT"
"78352";"SALTO DO ITARARE";"PR"
"89753";"SALTO DO JACUI";"RS"
"78379";"SALTO DO LONTRA";"PR"
"70092";"SALTO GRANDE";"SP"
"83038";"SALTO VELOSO";"SC"
"38490";"SALVADOR";"BA"
"60615";"SALVADOR DAS MISSOES";"RS"
"88331";"SALVADOR DO SUL";"RS"
"05258";"SALVATERRA";"PA"
"08931";"SAMBAIBA";"MA"
"97276";"SAMPAIO";"TO"
"88358";"SANANDUVA";"RS"
"95753";"SANCLERLANDIA";"GO"
"03310";"SANDOLANDIA";"TO"
"70114";"SANDOVALINA";"SP"
"55476";"SANGAO";"SC"
"25470";"SANHARO";"PE"
"70130";"SANTA ADELIA";"SP"
"70157";"SANTA ALBERTINA";"SP"
"78395";"SANTA AMELIA";"PR"
"38512";"SANTA BARBARA";"BA"
"51438";"SANTA BARBARA";"MG"
"95770";"SANTA BARBARA DE GOIAS";"GO"
"26670";"SANTA BARBARA DO LESTE";"MG"
"07005";"SANTA BARBARA DO MONTE VERDE";"MG"
"03697";"SANTA BARBARA DO PARA";"PA"
"88374";"SANTA BARBARA DO SUL";"RS"
"51454";"SANTA BARBARA DO TUGURIO";"MG"
"70173";"SANTA BARBARA DOESTE";"SP"
"70211";"SANTA BRANCA";"SP"
"38539";"SANTA BRIGIDA";"BA"
"01236";"SANTA CARMEN";"MT"
"83054";"SANTA CECILIA";"SC"
"05100";"SANTA CECILIA";"PB"
"78417";"SANTA CECILIA DO PAVAO";"PR"
"60330";"SANTA CLARA DO SUL";"RS"
"70238";"SANTA CLARA DOESTE";"SP"
"18236";"SANTA CRUZ";"RN"
"21652";"SANTA CRUZ";"PB"
"22977";"SANTA CRUZ";"PE"
"38555";"SANTA CRUZ CABRALIA";"BA"
"26395";"SANTA CRUZ DA BAIXA VERDE";"PE"
"70254";"SANTA CRUZ DA CONCEICAO";"SP"
"08206";"SANTA CRUZ DA ESPERANCA";"SP"
"38571";"SANTA CRUZ DA VITORIA";"BA"
"70270";"SANTA CRUZ DAS PALMEIRAS";"SP"
"95796";"SANTA CRUZ DE GOIAS";"GO"
"07021";"SANTA CRUZ DE MINAS";"MG"
"07048";"SANTA CRUZ DE SALINAS";"MG"
"05274";"SANTA CRUZ DO ARARI";"PA"
"25496";"SANTA CRUZ DO CAPIBARIBE";"PE"
"51470";"SANTA CRUZ DO ESCALVADO";"MG"
"78433";"SANTA CRUZ DO MONTE CASTELO";"PR"
"11819";"SANTA CRUZ DO PIAUI";"PI"
"70297";"SANTA CRUZ DO RIO PARDO";"SP"
"88390";"SANTA CRUZ DO SUL";"RS"
"12955";"SANTA CRUZ DOS MILAGRES";"PI"
"51497";"SANTA EFIGENIA DE MINAS";"MG"
"70319";"SANTA ERNESTINA";"SP"
"78450";"SANTA FE";"PR"
"97438";"SANTA FE DE GOIAS";"GO"
"51519";"SANTA FE DE MINAS";"MG"
"01953";"SANTA FE DO ARAGUAIA";"TO"
"70335";"SANTA FE DO SUL";"SP"
"11835";"SANTA FILOMENA";"PI"
"05568";"SANTA FILOMENA";"PE"
"02224";"SANTA FILOMENA DO MARANHAO";"MA"
"70351";"SANTA GERTRUDES";"SP"
"08958";"SANTA HELENA";"MA"
"21679";"SANTA HELENA";"PB"
"57517";"SANTA HELENA";"SC"
"79715";"SANTA HELENA";"PR"
"95818";"SANTA HELENA DE GOIAS";"GO"
"07064";"SANTA HELENA DE MINAS";"MG"
"09571";"SANTA INES";"MA"
"38598";"SANTA INES";"BA"
"78476";"SANTA INES";"PR"
"05126";"SANTA INES";"PB"
"70378";"SANTA ISABEL";"SP"
"96890";"SANTA ISABEL";"GO"
"78492";"SANTA ISABEL DO IVAI";"PR"
"05290";"SANTA ISABEL DO PARA";"PA"
"02372";"SANTA ISABEL DO RIO NEGRO";"AM"
"78514";"SANTA IZABEL DO OESTE";"PR"
"51535";"SANTA JULIANA";"MG"
"56898";"SANTA LEOPOLDINA";"ES"
"54690";"SANTA LUCIA";"PR"
"70394";"SANTA LUCIA";"SP"
"11851";"SANTA LUZ";"PI"
"08974";"SANTA LUZIA";"MA"
"21695";"SANTA LUZIA";"PB"
"39870";"SANTA LUZIA";"BA"
"51551";"SANTA LUZIA";"MG"
"32255";"SANTA LUZIA DO ITANHY";"SE"
"28576";"SANTA LUZIA DO NORTE";"AL"
"03719";"SANTA LUZIA DO PARA";"PA"
"12858";"SANTA LUZIA DO PARUA";"MA"
"00434";"SANTA LUZIA DOESTE";"RO"
"51578";"SANTA MARGARIDA";"MG"
"88412";"SANTA MARIA";"RS"
"04243";"SANTA MARIA";"RN"
"25518";"SANTA MARIA DA BOA VISTA";"PE"
"70416";"SANTA MARIA DA SERRA";"SP"
"38636";"SANTA MARIA DA VITORIA";"BA"
"05991";"SANTA MARIA DAS BARREIRAS";"PA"
"51594";"SANTA MARIA DE ITABIRA";"MG"
"57258";"SANTA MARIA DE JETIBA";"ES"
"25534";"SANTA MARIA DO CAMBUCA";"PE"
"73377";"SANTA MARIA DO HERVAL";"RS"
"55050";"SANTA MARIA DO OESTE";"PR"
"05312";"SANTA MARIA DO PARA";"PA"
"51616";"SANTA MARIA DO SALTO";"MG"
"51632";"SANTA MARIA DO SUACUI";"MG"
"03611";"SANTA MARIA DO TOCANTINS";"TO"
"58912";"SANTA MARIA MADALENA";"RJ"
"78530";"SANTA MARIANA";"PR"
"70432";"SANTA MERCEDES";"SP"
"55190";"SANTA MONICA";"PR"
"15458";"SANTA QUITERIA";"CE"
"08990";"SANTA QUITERIA DO MARANHAO";"MA"
"09016";"SANTA RITA";"MA"
"21750";"SANTA RITA";"PB"
"51837";"SANTA RITA DE CALDAS";"MG"
"35491";"SANTA RITA DE CASSIA";"BA"
"51853";"SANTA RITA DE JACUTINGA";"MG"
"26697";"SANTA RITA DE MINAS";"MG"
"95834";"SANTA RITA DO ARAGUAIA";"GO"
"51870";"SANTA RITA DO IBITIPOCA";"MG"
"51896";"SANTA RITA DO ITUETO";"MG"
"10626";"SANTA RITA DO NOVO DESTINO";"GO"
"97454";"SANTA RITA DO PARDO";"MS"
"70513";"SANTA RITA DO PASSA QUATRO";"SP"
"51918";"SANTA RITA DO SAPUCAI";"MG"
"00965";"SANTA RITA DO TOCANTINS";"TO"
"70491";"SANTA RITA DOESTE";"SP"
"06610";"SANTA ROSA DO PURUS";"AC"
"88471";"SANTA ROSA";"RS"
"51934";"SANTA ROSA DA SERRA";"MG"
"95850";"SANTA ROSA DE GOIAS";"GO"
"32298";"SANTA ROSA DE LIMA";"SE"
"83070";"SANTA ROSA DE LIMA";"SC"
"70530";"SANTA ROSA DE VITERBO";"SP"
"22616";"SANTA ROSA DO PIAUI";"PI"
"99678";"SANTA ROSA DO SUL";"SC"
"97292";"SANTA ROSA DO TOCANTINS";"TO"
"08222";"SANTA SALETE";"SP"
"56910";"SANTA TERESA";"ES"
"21776";"SANTA TERESINHA";"PB"
"38695";"SANTA TERESINHA";"BA"
"59951";"SANTA TEREZA";"RS"
"95877";"SANTA TEREZA DE GOIAS";"GO"
"99694";"SANTA TEREZA DO OESTE";"PR"
"97314";"SANTA TEREZA DO TOCANTINS";"TO"
"25550";"SANTA TEREZINHA";"PE"
"55557";"SANTA TEREZINHA";"SC"
"91979";"SANTA TEREZINHA";"MT"
"95893";"SANTA TEREZINHA DE GOIAS";"GO"
"84670";"SANTA TEREZINHA DE ITAIPU";"PR"
"09385";"SANTA TEREZINHA DO PROGRESSO";"SC"
"00981";"SANTA TEREZINHA DO TOCANTINS";"TO"
"51950";"SANTA VITORIA";"MG"
"88498";"SANTA VITORIA DO PALMAR";"RS"
"38610";"SANTALUZ";"BA"
"06157";"SANTANA";"AP"
"38652";"SANTANA";"BA"
"88439";"SANTANA DA BOA VISTA";"RS"
"70459";"SANTANA DA PONTE PENSA";"SP"
"51659";"SANTANA DA VARGEM";"MG"
"51675";"SANTANA DE CATAGUASES";"MG"
"21717";"SANTANA DE MANGUEIRA";"PB"
"70475";"SANTANA DE PARNAIBA";"SP"
"51691";"SANTANA DE PIRAPAMA";"MG"
"15415";"SANTANA DO ACARAU";"CE"
"05339";"SANTANA DO ARAGUAIA";"PA"
"15431";"SANTANA DO CARIRI";"CE"
"51713";"SANTANA DO DESERTO";"MG"
"51730";"SANTANA DO GARAMBEU";"MG"
"28592";"SANTANA DO IPANEMA";"AL"
"78557";"SANTANA DO ITARARE";"PR"
"51756";"SANTANA DO JACARE";"MG"
"88455";"SANTANA DO LIVRAMENTO";"RS"
"51772";"SANTANA DO MANHUACU";"MG"
"02240";"SANTANA DO MARANHAO";"MA"
"18279";"SANTANA DO MATOS";"RN"
"28614";"SANTANA DO MUNDAU";"AL"
"26735";"SANTANA DO PARAISO";"MG"
"22810";"SANTANA DO PIAUI";"PI"
"51799";"SANTANA DO RIACHO";"MG"
"26476";"SANTANA DO SAO FRANCISCO";"SE"
"18252";"SANTANA DO SERIDO";"RN"
"21733";"SANTANA DOS GARROTES";"PB"
"51810";"SANTANA DOS MONTES";"MG"
"38679";"SANTANOPOLIS";"BA"
"05355";"SANTAREM";"PA"
"05142";"SANTAREM";"PB"
"05371";"SANTAREM NOVO";"PA"
"88510";"SANTIAGO";"RS"
"09407";"SANTIAGO DO SUL";"SC"
"01155";"SANTO AFONSO";"MT"
"38717";"SANTO AMARO";"BA"
"83097";"SANTO AMARO DA IMPERATRIZ";"SC"
"32310";"SANTO AMARO DAS BROTAS";"SE"
"02267";"SANTO AMARO DO MARANHAO";"MA"
"70556";"SANTO ANASTACIO";"SP"
"70572";"SANTO ANDRE";"SP"
"05169";"SANTO ANDRE";"PB"
"88536";"SANTO ANGELO";"RS"
"18295";"SANTO ANTONIO";"RN"
"70599";"SANTO ANTONIO DA ALEGRIA";"SP"
"00833";"SANTO ANTONIO DA BARRA";"GO"
"88552";"SANTO ANTONIO DA PATRULHA";"RS"
"78590";"SANTO ANTONIO DA PLATINA";"PR"
"88579";"SANTO ANTONIO DAS MISSOES";"RS"
"00531";"SANTO ANTONIO DE GOIAS";"GO"
"38733";"SANTO ANTONIO DE JESUS";"BA"
"11878";"SANTO ANTONIO DE LISBOA";"PI"
"58939";"SANTO ANTONIO DE PADUA";"RJ"
"70610";"SANTO ANTONIO DE POSSE";"SP"
"51977";"SANTO ANTONIO DO AMPARO";"MG"
"29394";"SANTO ANTONIO DO ARACANGUA";"SP"
"51993";"SANTO ANTONIO DO AVENTUREIRO";"MG"
"78611";"SANTO ANTONIO DO CAIUA";"PR"
"96776";"SANTO ANTONIO DO DESCOBERTO";"GO"
"52019";"SANTO ANTONIO DO GRAMA";"MG"
"02739";"SANTO ANTONIO DO ICA";"AM"
"52035";"SANTO ANTONIO DO ITAMBE";"MG"
"52051";"SANTO ANTONIO DO JACINTO";"MG"
"70637";"SANTO ANTONIO DO JARDIM";"SP"
"91553";"SANTO ANTONIO DO LEVERGER";"MT"
"52078";"SANTO ANTONIO DO MONTE";"MG"
"59412";"SANTO ANTONIO DO PALMA";"RS"
"78638";"SANTO ANTONIO DO PARAISO";"PR"
"70653";"SANTO ANTONIO DO PINHAL";"SP"
"59579";"SANTO ANTONIO DO PLANALTO";"RS"
"07080";"SANTO ANTONIO DO RETIRO";"MG"
"52094";"SANTO ANTONIO DO RIO ABAIXO";"MG"
"78573";"SANTO ANTONIO DO SUDOESTE";"PR"
"05398";"SANTO ANTONIO DO TAUA";"PA"
"09032";"SANTO ANTONIO DOS LOPES";"MA"
"03786";"SANTO ANTONIO DOS MILAGRES";"PI"
"88595";"SANTO AUGUSTO";"RS"
"88617";"SANTO CRISTO";"RS"
"38750";"SANTO ESTEVAO";"BA"
"70670";"SANTO EXPEDITO";"SP"
"59773";"SANTO EXPEDITO DO SUL";"RS"
"52116";"SANTO HIPOLITO";"MG"
"78654";"SANTO INACIO";"PR"
"11894";"SANTO INACIO DO PIAUI";"PI"
"70696";"SANTOPOLIS DO AGUAPEI";"SP"
"70718";"SANTOS";"SP"
"52132";"SANTOS DUMONT";"MG"
"15474";"SAO BENEDITO";"CE"
"09059";"SAO BENEDITO DO RIO PRETO";"MA"
"25577";"SAO BENEDITO DO SUL";"PE"
"09075";"SAO BENTO";"MA"
"21792";"SAO BENTO";"PB"
"52159";"SAO BENTO ABADE";"MG"
"05185";"SAO BENTO DE POMBAL";"PB"
"18317";"SAO BENTO DO NORTE";"RN"
"70734";"SAO BENTO DO SAPUCAI";"SP"
"83119";"SAO BENTO DO SUL";"SC"
"01970";"SAO BENTO DO TOCANTINS";"TO"
"18333";"SAO BENTO DO TRAIRI";"RN"
"25593";"SAO BENTO DO UNA";"PE"
"09423";"SAO BERNARDINO";"SC"
"09091";"SAO BERNARDO";"MA"
"70750";"SAO BERNARDO DO CAMPO";"SP"
"83135";"SAO BONIFACIO";"SC"
"88633";"SAO BORJA";"RS"
"28630";"SAO BRAS";"AL"
"52175";"SAO BRAS DO SUACUI";"MG"
"22632";"SAO BRAZ DO PIAUI";"PI"
"05410";"SAO CAETANO DE ODIVELAS";"PA"
"70777";"SAO CAETANO DO SUL";"SP"
"25615";"SAO CAITANO";"PE"
"70793";"SAO CARLOS";"SP"
"83151";"SAO CARLOS";"SC"
"78670";"SAO CARLOS DO IVAI";"PR"
"32336";"SAO CRISTOVAO";"SE"
"55735";"SAO CRISTOVAO DO SUL";"SC"
"38776";"SAO DESIDERIO";"BA"
"30295";"SAO DOMINGOS";"BA"
"32352";"SAO DOMINGOS";"SE"
"83178";"SAO DOMINGOS";"SC"
"95915";"SAO DOMINGOS";"GO"
"07102";"SAO DOMINGOS DAS DORES";"MG"
"05223";"SAO DOMINGOS DE POMBAL";"PB"
"03816";"SAO DOMINGOS DO ARAGUAIA";"PA"
"02283";"SAO DOMINGOS DO AZEITAO";"MA"
"05436";"SAO DOMINGOS DO CAPIM";"PA"
"05207";"SAO DOMINGOS DO CARIRI";"PB"
"09113";"SAO DOMINGOS DO MARANHAO";"MA"
"29335";"SAO DOMINGOS DO NORTE";"ES"
"52191";"SAO DOMINGOS DO PRATA";"MG"
"73512";"SAO DOMINGOS DO SUL";"RS"
"38814";"SAO FELIPE";"BA"
"00183";"SAO FELIPE DOESTE";"RO"
"38792";"SAO FELIX";"BA"
"09130";"SAO FELIX DE BALSAS";"MA"
"07129";"SAO FELIX DE MINAS";"MG"
"91839";"SAO FELIX DO ARAGUAIA";"MT"
"30317";"SAO FELIX DO CORIBE";"BA"
"11916";"SAO FELIX DO PIAUI";"PI"
"03638";"SAO FELIX DO TOCANTINS";"TO"
"05452";"SAO FELIX DO XINGU";"PA"
"18350";"SAO FERNANDO";"RN"
"58955";"SAO FIDELIS";"RJ"
"32379";"SAO FRANCISCO";"SE"
"52213";"SAO FRANCISCO";"MG"
"70815";"SAO FRANCISCO";"SP"
"05240";"SAO FRANCISCO";"PB"
"88650";"SAO FRANCISCO DE ASSIS";"RS"
"03808";"SAO FRANCISCO DE ASSIS DO PIAUI";"PI"
"95931";"SAO FRANCISCO DE GOIAS";"GO"
"07820";"SAO FRANCISCO DE ITABAPOANA";"RJ"
"52230";"SAO FRANCISCO DE PAULA";"MG"
"88676";"SAO FRANCISCO DE PAULA";"RS"
"52256";"SAO FRANCISCO DE SALES";"MG"
"02305";"SAO FRANCISCO DO BREJAO";"MA"
"38830";"SAO FRANCISCO DO CONDE";"BA"
"52272";"SAO FRANCISCO DO GLORIA";"MG"
"00205";"SAO FRANCISCO DO GUAPORE";"RO"
"09156";"SAO FRANCISCO DO MARANHAO";"MA"
"18210";"SAO FRANCISCO DO OESTE";"RN"
"05479";"SAO FRANCISCO DO PARA";"PA"
"11932";"SAO FRANCISCO DO PIAUI";"PI"
"83194";"SAO FRANCISCO DO SUL";"SC"
"39896";"SAO GABRIEL";"BA"
"88692";"SAO GABRIEL";"RS"
"02836";"SAO GABRIEL DA CACHOEIRA";"AM"
"56936";"SAO GABRIEL DA PALHA";"ES"
"98094";"SAO GABRIEL DO OESTE";"MS"
"52299";"SAO GERALDO";"MG"
"52310";"SAO GERALDO DA PIEDADE";"MG"
"06190";"SAO GERALDO DO ARAGUAIA";"PA"
"07145";"SAO GERALDO DO BAIXIO";"MG"
"58971";"SAO GONCALO";"RJ"
"52337";"SAO GONCALO DO ABAETE";"MG"
"15490";"SAO GONCALO DO AMARANTE";"CE"
"18376";"SAO GONCALO DO AMARANTE";"RN"
"03824";"SAO GONCALO DO GURGUEIA";"PI"
"52353";"SAO GONCALO DO PARA";"MG"
"11959";"SAO GONCALO DO PIAUI";"PI"
"52370";"SAO GONCALO DO RIO ABAIXO";"MG"
"45098";"SAO GONCALO DO RIO PRETO";"MG"
"52396";"SAO GONCALO DO SAPUCAI";"MG"
"38857";"SAO GONCALO DOS CAMPOS";"BA"
"52418";"SAO GOTARDO";"MG"
"88714";"SAO JERONIMO";"RS"
"78697";"SAO JERONIMO DA SERRA";"PR"
"25631";"SAO JOAO";"PE"
"78719";"SAO JOAO";"PR"
"09172";"SAO JOAO BATISTA";"MA"
"83216";"SAO JOAO BATISTA";"SC"
"52434";"SAO JOAO BATISTA DO GLORIA";"MG"
"03131";"SAO JOAO DA BALIZA";"RR"
"58998";"SAO JOAO DA BARRA";"RJ"
"70831";"SAO JOAO DA BOA VISTA";"SP"
"12912";"SAO JOAO DA CANABRAVA";"PI"
"03840";"SAO JOAO DA FRONTEIRA";"PI"
"07161";"SAO JOAO DA LAGOA";"MG"
"52450";"SAO JOAO DA MATA";"MG"
"97470";"SAO JOAO DA PARAUNA";"GO"
"00647";"SAO JOAO DA PONTA";"PA"
"52477";"SAO JOAO DA PONTE";"MG"
"11975";"SAO JOAO DA SERRA";"PI"
"73490";"SAO JOAO DA URTIGA";"RS"
"03867";"SAO JOAO DA VARJOTA";"PI"
"95974";"SAO JOAO DALIANCA";"GO"
"70858";"SAO JOAO DAS DUAS PONTES";"SP"
"07188";"SAO JOAO DAS MISSOES";"MG"
"29416";"SAO JOAO DE IRACEMA";"SP"
"59013";"SAO JOAO DE MERITI";"RJ"
"03930";"SAO JOAO DE PIRABAS";"PA"
"52493";"SAO JOAO DEL REI";"MG"
"05495";"SAO JOAO DO ARAGUAIA";"PA"
"03883";"SAO JOAO DO ARRAIAL";"PI"
"78735";"SAO JOAO DO CAIUA";"PR"
"21814";"SAO JOAO DO CARIRI";"PB"
"02321";"SAO JOAO DO CARU";"MA"
"55514";"SAO JOAO DO ITAPERIU";"SC"
"78751";"SAO JOAO DO IVAI";"PR"
"15512";"SAO JOAO DO JAGUARIBE";"CE"
"26778";"SAO JOAO DO MANHUACU";"MG"
"26794";"SAO JOAO DO MANTENINHA";"MG"
"57533";"SAO JOAO DO OESTE";"SC"
"52515";"SAO JOAO DO ORIENTE";"MG"
"07200";"SAO JOAO DO PACUI";"MG"
"52531";"SAO JOAO DO PARAISO";"MG"
"02348";"SAO JOAO DO PARAISO";"MA"
"70874";"SAO JOAO DO PAU DALHO";"SP"
"11991";"SAO JOAO DO PIAUI";"PI"
"57916";"SAO JOAO DO POLESINE";"RS"
"19135";"SAO JOAO DO RIO DO PEIXE";"PB"
"18392";"SAO JOAO DO SABUGI";"RN"
"02364";"SAO JOAO DO SOTER";"MA"
"83232";"SAO JOAO DO SUL";"SC"
"21830";"SAO JOAO DO TIGRE";"PB"
"78778";"SAO JOAO DO TRIUNFO";"PR"
"09199";"SAO JOAO DOS PATOS";"MA"
"52558";"SAO JOAO EVANGELISTA";"MG"
"52574";"SAO JOAO NEPOMUCENO";"MG"
"83259";"SAO JOAQUIM";"SC"
"70890";"SAO JOAQUIM DA BARRA";"SP"
"07226";"SAO JOAQUIM DE BICAS";"MG"
"25658";"SAO JOAQUIM DO MONTE";"PE"
"73474";"SAO JORGE";"RS"
"78794";"SAO JORGE DO IVAI";"PR"
"79995";"SAO JORGE DO PATROCINIO";"PR"
"78816";"SAO JORGE DOESTE";"PR"
"83275";"SAO JOSE";"SC"
"07242";"SAO JOSE DA BARRA";"MG"
"70912";"SAO JOSE DA BELA VISTA";"SP"
"78832";"SAO JOSE DA BOA VISTA";"PR"
"25674";"SAO JOSE DA COROA GRANDE";"PE"
"21857";"SAO JOSE DA LAGOA TAPADA";"PB"
"28657";"SAO JOSE DA LAJE";"AL"
"26492";"SAO JOSE DA LAPA";"MG"
"52590";"SAO JOSE DA SAFIRA";"MG"
"28673";"SAO JOSE DA TAPERA";"AL"
"52612";"SAO JOSE DA VARGINHA";"MG"
"30350";"SAO JOSE DA VITORIA";"BA"
"59897";"SAO JOSE DAS MISSOES";"RS"
"84719";"SAO JOSE DAS PALMEIRAS";"PR"
"21873";"SAO JOSE DE CAIANA";"PB"
"21890";"SAO JOSE DE ESPINHARAS";"PB"
"18414";"SAO JOSE DE MIPIBU";"RN"
"21911";"SAO JOSE DE PIRANHAS";"PB"
"05282";"SAO JOSE DE PRINCESA";"PB"
"08893";"SAO JOSE DE RIBAMAR";"MA"
"07846";"SAO JOSE DE UBA";"RJ"
"52639";"SAO JOSE DO ALEGRE";"MG"
"70939";"SAO JOSE DO BARREIRO";"SP"
"25690";"SAO JOSE DO BELMONTE";"PE"
"21938";"SAO JOSE DO BONFIM";"PB"
"05304";"SAO JOSE DO BREJO DO CRUZ";"PB"
"56952";"SAO JOSE DO CALCADO";"ES"
"18430";"SAO JOSE DO CAMPESTRE";"RN"
"83291";"SAO JOSE DO CEDRO";"SC"
"83313";"SAO JOSE DO CERRITO";"SC"
"22853";"SAO JOSE DO DIVINO";"PI"
"52655";"SAO JOSE DO DIVINO";"MG"
"25712";"SAO JOSE DO EGITO";"PE"
"52671";"SAO JOSE DO GOIABAL";"MG"
"73458";"SAO JOSE DO HERVAL";"RS"
"73431";"SAO JOSE DO HORTENCIO";"RS"
"60593";"SAO JOSE DO INHACORA";"RS"
"30333";"SAO JOSE DO JACUIPE";"BA"
"52698";"SAO JOSE DO JACURI";"MG"
"52710";"SAO JOSE DO MANTIMENTO";"MG"
"88730";"SAO JOSE DO NORTE";"RS"
"88757";"SAO JOSE DO OURO";"RS"
"12017";"SAO JOSE DO PEIXE";"PI"
"12033";"SAO JOSE DO PIAUI";"PI"
"60879";"SAO JOSE DO POVO";"MT"
"91995";"SAO JOSE DO RIO CLARO";"MT"
"70955";"SAO JOSE DO RIO PARDO";"SP"
"70971";"SAO JOSE DO RIO PRETO";"SP"
"21954";"SAO JOSE DO SABUGI";"PB"
"18457";"SAO JOSE DO SERIDO";"RN"
"60097";"SAO JOSE DO VALE DO RIO PRETO";"RJ"
"01333";"SAO JOSE DO XINGU";"MT"
"60151";"SAO JOSE DOS AUSENTES";"RS"
"02380";"SAO JOSE DOS BASILIOS";"MA"
"70998";"SAO JOSE DOS CAMPOS";"SP"
"21970";"SAO JOSE DOS CORDEIROS";"PB"
"78859";"SAO JOSE DOS PINHAIS";"PR"
"89931";"SAO JOSE DOS QUATRO MARCOS";"MT"
"05266";"SAO JOSE DOS RAMOS";"PB"
"12050";"SAO JULIAO";"PI"
"88773";"SAO LEOPOLDO";"RS"
"52736";"SAO LOURENCO";"MG"
"25739";"SAO LOURENCO DA MATA";"PE"
"54470";"SAO LOURENCO DA SERRA";"SP"
"22659";"SAO LOURENCO DO PIAUI";"PI"
"88790";"SAO LOURENCO DO SUL";"RS"
"83330";"SAO LOURENCO DOESTE";"SC"
"83356";"SAO LUDGERO";"SC"
"09210";"SAO LUIS";"MA"
"95990";"SAO LUIS DE MONTES BELOS";"GO"
"15539";"SAO LUIS DO CURU";"CE"
"71013";"SAO LUIS DO PARAITINGA";"SP"
"03905";"SAO LUIS DO PIAUI";"PI"
"28690";"SAO LUIS DO QUITUNDE";"AL"
"08052";"SAO LUIS GONZAGA DO MARANHAO";"MA"
"03158";"SAO LUIZ";"RR"
"97497";"SAO LUIZ DO NORTE";"GO"
"88811";"SAO LUIZ GONZAGA";"RS"
"21997";"SAO MAMEDE";"PB"
"55158";"SAO MANOEL DO PARANA";"PR"
"71030";"SAO MANUEL";"SP"
"88838";"SAO MARCOS";"RS"
"83372";"SAO MARTINHO";"SC"
"88854";"SAO MARTINHO";"RS"
"57932";"SAO MARTINHO DA SERRA";"RS"
"56979";"SAO MATEUS";"ES"
"09237";"SAO MATEUS DO MARANHAO";"MA"
"78875";"SAO MATEUS DO SUL";"PR"
"18473";"SAO MIGUEL";"RN"
"71056";"SAO MIGUEL ARCANJO";"SP"
"03921";"SAO MIGUEL DA BAIXA GRANDE";"PI"
"57550";"SAO MIGUEL DA BOA VISTA";"SC"
"38873";"SAO MIGUEL DAS MATAS";"BA"
"73415";"SAO MIGUEL DAS MISSOES";"RS"
"22012";"SAO MIGUEL DE TAIPU";"PB"
"04308";"SAO MIGUEL DE TOUROS";"RN"
"32395";"SAO MIGUEL DO ALEIXO";"SE"
"52752";"SAO MIGUEL DO ANTA";"MG"
"96016";"SAO MIGUEL DO ARAGUAIA";"GO"
"03948";"SAO MIGUEL DO FIDALGO";"PI"
"05517";"SAO MIGUEL DO GUAMA";"PA"
"00450";"SAO MIGUEL DO GUAPORE";"RO"
"78891";"SAO MIGUEL DO IGUACU";"PR"
"97519";"SAO MIGUEL DO PASSA QUATRO";"GO"
"12076";"SAO MIGUEL DO TAPUIO";"PI"
"01996";"SAO MIGUEL DO TOCANTINS";"TO"
"83399";"SAO MIGUEL DOESTE";"SC"
"28711";"SAO MIGUEL DOS CAMPOS";"AL"
"28738";"SAO MIGUEL DOS MILAGRES";"AL"
"88870";"SAO NICOLAU";"RS"
"10642";"SAO PATRICIO";"GO"
"71072";"SAO PAULO";"SP"
"88897";"SAO PAULO DAS MISSOES";"RS"
"02755";"SAO PAULO DE OLIVENCA";"AM"
"18490";"SAO PAULO DO POTENGI";"RN"
"18511";"SAO PEDRO";"RN"
"71099";"SAO PEDRO";"SP"
"02402";"SAO PEDRO DA AGUA BRANCA";"MA"
"59030";"SAO PEDRO DA ALDEIA";"RJ"
"00930";"SAO PEDRO DA CIPA";"MT"
"60437";"SAO PEDRO DA SERRA";"RS"
"52779";"SAO PEDRO DA UNIAO";"MG"
"09440";"SAO PEDRO DE ALCANTARA";"SC"
"60631";"SAO PEDRO DO BUTIA";"RS"
"54895";"SAO PEDRO DO IGUACU";"PR"
"78913";"SAO PEDRO DO IVAI";"PR"
"78930";"SAO PEDRO DO PARANA";"PR"
"12092";"SAO PEDRO DO PIAUI";"PI"
"52817";"SAO PEDRO DO SUACUI";"MG"
"88919";"SAO PEDRO DO SUL";"RS"
"71110";"SAO PEDRO DO TURVO";"SP"
"02429";"SAO PEDRO DOS CRENTES";"MA"
"52795";"SAO PEDRO DOS FERROS";"MG"
"18538";"SAO RAFAEL";"RN"
"09253";"SAO RAIMUNDO DAS MANGABEIRAS";"MA"
"02445";"SAO RAIMUNDO DO DOCA BEZERRA";"MA"
"12114";"SAO RAIMUNDO NONATO";"PI"
"02461";"SAO ROBERTO";"MA"
"52833";"SAO ROMAO";"MG"
"71137";"SAO ROQUE";"SP"
"52850";"SAO ROQUE DE MINAS";"MG"
"07641";"SAO ROQUE DO CANAA";"ES"
"03336";"SAO SALVADOR DO TOCANTINS";"TO"
