uniid;uniunidade;unilotacao;unisigla;unittucodigo;uniunidaderesponsavel;unidenominacao;uniendereco;unimunicipio;unicep;unitelefone;uniemail;unilocal;unilatitude;unilongitude;unihelicoptero;unitexto
781;045411;0250     ;PM/MG          ;5;654;11ª Cia Montes Claros;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;48658;        ;;;856223;          ;          ;N;
674;055100;0322     ;NOE_RJ         ;7;0;NÚCLEO DE OPERAÇÕES ESPECIAIS ? NOE;Rod. Presid. Dutra, Km 163 - Vigário Geral;60011;25052970;21-35039021;NOE.RJ@DPRF.GOV.BR;13906;          ;          ;S;OK 
676;145000;0761     ;SPF/PB         ;8;0;Seção de Policiamento e Fiscalização SPF;BR 230 - KM 23 - N° 2257 - CRISTO REDENTOR;20516;58053002;(83) 3533-4726;spf.pb@dprf.gov.br;6443;          ;          ;N;existe um hangar na sede
677;145100;0762     ;NOE/PB         ;7;0;Núcleo de Operações Especiais NOE;BR 230 - KM 23 - N° 2257 - CRISTO REDENTOR;20516;58053002;(83) 3533-4727;noe.pb@dprf.gov.br;6443;          ;          ;N;existe um hangar na sede
682;070601;0449     ;7ª SR/PR       ;5;432;Del 06/UOP.01 - Unidade Operacional Ponte Airton Sena;BR 163, Guaíra;75710;85980000;(44)3642-5554/5041-0600/5041-0602;del06p01@dprf.gov.br;989765;S 24G 5M 5;W 54G 12M ;N;
683;050110;0340     ;DEL 5/1 NPF    ;7;390;DEL. 5/1 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 040, KM 109;60011;25240970;21-26761601;del01.rj@dprf.gov.bt;36184;          ;          ;N;SIM, PORÉM COM CAUTELA POIS, EXISTE REDE DE ALTA TENÇÃO NO LOCAL.
684;050210;0342     ;DEL 5/2 NPF    ;7;391;DEL. 5/2 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 101 km 322 SENTIDO RJ;58653;        ;21-22193202;del02.rj@dprf.gov.br;36186;          ;          ;S;PÁTIO DO POSTO
685;050310;0344     ;DEL 5/3 NPF    ;7;392;DEL. 5/3 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 101 km 394;58394;        ;21-22193203;;104062;S 43G 45M ;W 22G 51M ;N;NA PISTA, PISTA É LARGA.
686;050410;0346     ;DEL5/4 NPF     ;7;393;DEL. 5/4 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 116 km 122;58491;        ;2136322740;del04.rj@dprf.gov.br;36192;          ;          ;N;Àrea do Posto
688;050510;348      ;DEL 5/5 NPF    ;7;394;DEL. 5/5 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;Av. Desembargador Admário Alves de Mendonça, 121 - Centro;58858;24050290;21-27341075;DEL05.RJ@DPRF.GOV.BR;14015;          ;          ;N;OK 
689;050610;0350     ;DEL 5/6 NPF    ;7;395;DEL. 5/6 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 116 km 227 SENTIDO RJ;58793;        ;24-24315010;DEL06.RJ@DPRF.GOV.BR;13911;S 43G 48M ;W 22G 41M ;N;ÁREA DO POSTO E DA BALANÇA.
690;050710;0352     ;DEL 5/7 NPF    ;7;396;DEL. 5/7 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 393 km 255 SENTIDO TRÊS RIOS;58050;27101970;24-24433179; 3178; 1716;DEL07.RJ@DPRF.GOV.BR;51949;S 22G 25M ;W 43G 43M ;N;ÁREA DO POSTO
691;050810;0353     ;DEL 5/8 NPF    ;7;397;DEL. 5/8 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 040 km 47 SENTIDO RJ;58777;25650000;24-22233754;DEL08.RJ@DPRF.GOV.BR;47051;S 22G 17M ;W 43G 7M 4;N;OK
692;050910;0356     ;DEL 5/9 NPF    ;7;398;DEL. 5/9 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;BR 116 km 304;58831;        ;24-33285533;DEL09.RJ@DPRF.GOV.BR;36218;          ;          ;N;OK 
693;051010;0358     ;DEL 5/10 NPF   ;7;399;DEL. 5/10 - NÚCLEO DE POLICIAMENTO E FISCALIZAÇÃO;Rua Silvio Bastos Tavares, 59 ? Parque Rodoviário;58190;        ;22-27322012; 27322284;DEL10.RJ@DPRF.GOV.BR;848805;          ;          ;N;OK 
694;070110;441      ;7ªSR/PR        ;5;318;DEL.01/UOP.10 - Unidade Operacional Araucária;BR 116, km 11,7;75132;99999999;41 3675-7223;del01p10.pr@dprf.gov.br;879942;          ;          ;N;
695;070104;0439     ;7ªSR/PR        ;5;318;DEL.01/UOP.04 - Unidade Operacional Barigui;BR-277 km 100;75353;99999999;(41)3279-3329/3373-2268;;880332;S 25G 25M ;W 49G 22M ;N;
696;070105;0439     ;7ªSR/PR        ;5;318;DEL.01/UOP.05 - Unidade Operacional São Luiz Purunã;BR-277 km 139,5;74810;99999999;(41)3637-1623;;35646;S 23G 2M 1;W 50G 4M 5;N;
697;070203;0441     ;7ªSR/PR        ;5;319;DEL.02/UOP.03 - Unidade Operacional São Mateus do Sul;BR 376, km 634;78859;99999999;(42)3532-6498;del02p03.pr@dprf.gov.br;880341;S 25G 26M ;W 50G 40M ;N;Faz parte da DEL de Pato Branco
507;190301;0983     ;19ªSR/PA       ;5;429;DEL.03/PST.01 - Marabá;BR- 230, KM 108;04839;68502700;(94) 3322-3010;del03p01.pa@dprf.gov.br;58896;-5.3731970;-49.028100;N;Existe áreas rurais em frente e ao lado com espaço para pouso
698;070202;0441     ;7ªSR/PR        ;5;319;DEL.02/UOP.02 - Unidade Operacional União da Votória;BR 277, km 12;77453;99999999;(42)3523-3683;del02p02.pr@dprf.gov.br;880341;S 25G 26M ;W 50G 40M ;N;Telefone Público
699;070303;0443     ;7ªSR/PR        ;5;329;DEL.03/UOP.03 - Unidade Operacional Furnas;BR-373, km 509;76570;99999999;(42)3223-2816;;36036;S 24G 37M ;W 50G 38M ;N;
700;070304;0443     ;7ªSR/PR        ;5;329;DEL.03/UOP.04 - Unidade Operacional Irati;BR-277, km 245;77550;99999999;(42)3422-3710;;35646;S 23G 2M 1;W 50G 4M 5;N;
701;070305;0443     ;7ªSR/PR        ;5;329;DEL.03/UOP.05 - Unidade Operacional Imbaú;BR-376 km 412;79235;99999999;(42)3246-1157;;36036;S 24G 37M ;W 50G 38M ;N;
702;070405;0445     ;7ª SR/PR       ;5;321;DEL.04/UOP.05 - Unidade Operacional Campo Mourão;BR-369 KM 365;74837;85800000;5555555;;35646;S 23G 2M 1;W 50G 4M 5;N;Não possui telefone
703;070201;0441     ;7ªSR/PR        ;5;319;DEL.02/UOP.01 - Unidade Operacional Pato Branco;BR 277, km 62;77518;99999999;(46)3224-7381;del02p01.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;preencher depois
704;070404;0445     ;7ª SR/PR       ;5;321;DEL.04/UOP.04 - Unidade Operacional Ubiratã;BR 369 KM 446;79332;99999999;(44)3543-4510;;35646;S 23G 2M 1;W 50G 4M 5;N;
705;070602;0449     ;7ª SR/PR       ;5;432;DEL.06/UOP.02 - Unidade Operacional Guaíra;BR 487 KM 003;75710;99999999;(44)3665-1058;del06p02.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
706;070604;0449     ;7ª SR/PR       ;5;432;DEL.06/UOP.04 - Unidade Operacional Quatro Pontes;BR 369 KM 034;74195;99999999;5555555;del07p01.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;Conforme Portaria 044/DG
707;070701;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.01 - Unidade Operacional Ibiporã;BR 369 KM 247;74250;99999999;(43)3423-9196;del07p02.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
708;070703;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.03 - Unidade Operacional Apucarana;BR 369 KM 083;75256;99999999;(43)3524-6492;del07p04.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
709;070704;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.04 - Unidade Operacional Marialva;BR 369 KM 105;75892;99999999;(43)3546-2757;del07p05.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
710;070705;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.05 - Unidade Operacional Paranavaí;BR 369 km 131;76678;99999999;(43)3268-2850;del07p06.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
711;070706;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.06 - Unidade Operacional Cornélio Procópio;BR 376 KM 190;76872;99999999;(44)3232-1887;del07p07.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
712;070707;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.07 - Unidade Operacional Cambará;BR 376 km 297;54593;99999999;5555555;del07p08.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;PREENCHER
713;070708;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.08 - Unidade Operacional Santo Antônio da Platina;BR 376 KM 108;77496;99999999;(44)3446-6142;del07p09.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;PREEENCHER
714;070709;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.09 - Unidade Operacional Ibaiti;BR 153 KM 039;78590;99999999;(43)3534-0691;del07p10.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
715;070603;0449     ;7ª SR/PR       ;5;432;DEL.06/UOP.03 - Unidade Operacional Porto Camargo;Londrina;76678;99999999;(41)3361-8556/5041-0700;del77.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
716;070702;0451     ;7ª SR/PR       ;5;760;DEL.07/UOP.02 - Unidade Operacional Mauá;BR 369 KM 20;74691;99999999;5555555;del07p03.pr@dprf.gov.br;35646;S 23G 2M 1;W 50G 4M 5;N;
419;080800;0503     ;8ªSR/SC        ;1;411;DEL.08 - Chapecó;BR-282, Km 533,3;80810;84809000;(49) 3328-0020 e 3328-0069;vadeckmotos@valdeckmotos.com.br;36288;S 27G 0M 5;W 52G 39M ;N;
403;060300;0393     ;6ªSR/SP        ;1;400;DEL.03 - Delegacia de Atibaia;BR 381, km 39;61816;12940000;11 4412-2055 / 4412-2577;del03sp.sp@dprf.gov.br;15003;-23.191555;-46.585444;N;OK 
387;041300;0293     ;4ªSR/MG        ;1;112;DEL.13 - Delegacia de Poços de Caldas;BR-146, Km 532;50350;37700000;(35) 3713- 1340;del13.mg@dprf.gov.br;36057;S 21G 48M ;W 46G 28M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
452;210102;1059     ;21ªSR/RO       ;5;78;DEL.01/PST.02 - Porto Velho 02;BR-364, Km 760;00035;76800000;(69) 3225-9160;del01p02.ro@dprf.gov.br;977964;S 9G 5M 46;W 64G 5M 3;N;
510;190502;0987     ;19ªSR/PA       ;5;431;DEL.05/PST.02 - Itaituba;BR- 230, KM 1243;04715;68180000;(93) 3518-3201;del05p02.pa@dprf.gov.br;58911;-4.3041000;-55.958172;N;Existe um campo de futebol com espaço para pouso
543;020303;0173     ;2ªSR/MT        ;5;213;DEL.03/PST.03 - Trailler Limão  Fronteira - DESATIVADO;;(null);        ;;;69178;-16.786900;-54.152472;N; 
400;060000;0370     ;6ªSR/SP        ;4;111;6ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Rua Ciro Soares de Almeida, 150 Vl Maria;71072;21670000;11 6440-6503 / 6468-1996 / 6440-0132;SUP.SP@DPRF.GOV.BR;6443;-23.518289;-46.580431;N;OKVOIP 50118004
401;060100;0389     ;6ªSR/SP        ;1;400;DEL.01 - Delegacia de Guarulhos;Av Tancredo de Almeida Neves, 581 - Macedo;64777;7192250 ;11 6440-6503 / 6468-1996 / 6440-0132;del01sp.sp@dprf.gov.br;6443;-23.468389;-46.514639;N;ÁREA DA 5ª SPRF E DNIT
546;060101;0389     ;6ªSR/SP        ;5;401;DEL.01/PST.01 - Posto de Bonsucesso;BR-116, Km 208,8 ? B.Bonsucesso;64777;71760000;11 6480-4290;del01p01.sp@dprf.gov.br;69307;-23.423944;-46.397944;N;OK 
547;060102;0389     ;6ªSR/SP        ;5;401;DEL.01/PST.02 - Posto de Arujá;BR-116, Km 199;61778;74000000;11 4653-3592 / 4651-0258;del01p02.sp@dprf.gov.br;15079;-23.401389;-46.310889;N;OK 
402;060200;0391     ;6ªSR/SP        ;1;400;DEL.02 - Delegacia de São José dos Campos;BR-116, Km 156;70998;12240420;12 3931-7476 / 3933-7885;del02.sp@dprf.gov.br;11240;-23.249389;-45.935333;N;OK 
539;050903;0356     ;5ªSR/RJ        ;5;398;DEL.09/NPF/PST.03 - PENEDO;BR-116, Km 311;58831;        ;24-33600991;;13940;-22.461500;-41.445803;N;OK 
538;050902;0356     ;5ªSR/RJ        ;5;398;DEL.09/NPF/PST.02 - FLORIANO;BR-116, Km 287;58076;        ;24-33281723;;13939;-22.470300;-44.278611;N;OK 
537;050901;0356     ;5ªSR/RJ        ;5;398;DEL.09/NPF/PST.01 - SERRINHA;BR-116, Km 257;58793;        ;24-33206182;;48752;-22.593000;-44.071000;N;OK 
532;050703;0351     ;5ªSR/RJ        ;5;396;DEL.07/PST.03 - Posto Pedágio (Itatiaia);BR 393 km 275 SENTIDO TRÊS RIOS;58050;27000000;24-33375711;;45037;S 22G 27M ;W 43G 50M ;N;OK
529;050604;0349     ;5ªSR/RJ        ;5;395;DEL.06/PST.04 -;BR-116, Km 227;58793;27175000;24-24315010;;13911;S 22G 40M ;W 43G 50M ;N;OK .
531;050701;0351     ;5ªSR/RJ        ;5;396;DEL.07/PST.01 - Posto Caiçara;BR 393 km 183 SENTIDO VOLTA REDONDA;58734;25850000;24-22630871;DEL07p01.rj@dprf.gov.br;62889;S 22G 27M ;W 43G 50M ;S;OK
528;050603;0349     ;5ªSR/RJ        ;5;395;DEL.06/PST.03 - Posto Belvedere;BR 116 km 217 SENTIDO SP;07862;26600000;;DEL06P03@DPRF.GOV.BR;51362;S 22G 42M ;W 43G 43M ;S;OK
386;041400;0295     ;4ªSR/MG        ;1;112;DEL.14 - Delegacia de Montes Claros;BR-135, Km 374 - Zona Rural;48658;39400000;(38) 3222- 5233;del14.mg@dprf.gov.br;36048;S 16G 48M ;W 43G 50M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
717;041100;0289     ;4ªSR/MG        ;1;112;DEL.11 - Delegacia de Patos de Minas;BR-365, Km 413;49590;38700000;34 3859-0590;del11.mg@dprf.gov.br;16772;S 18G 39M ;W 46G 31M ;N;Não existe local para pouso de Helicóptero, mas existe um aeroporto à 10 km.
530;050605;0349     ;5ªSR/RJ        ;5;395;DEL.06/PST.05 -;BR 465 KM 23 SENTIDO RJ;60011;23087000;21-24114983;;44348;S 22G 52M ;W 43G 36M ;N;OK .
535;050801;0357     ;5ªSR/RJ        ;5;397;DEL.08/PST.01 - Posto Morro do Coco;BR-040, Km 022;59196;25802220;24-22558192;;36217;S 22G 8M 1;W 43G 9M 3;N;OK
536;050802;0357     ;5ªSR/RJ        ;5;397;DEL.08/PST.02 - Posto Lagamar;BR-393, Km 137;59072;25880000;24-22711039;;128264;          ;          ;N;OK
388;041200;0291     ;4ªSR/MG        ;1;112;DEL.12 - Delegacia de Teófilo Otoni;Rua Engenheiro Murta Nº 218  Centro;53716;39800000;(33) 3521-1606 (R 72);del12.mg@dprf.gov.br;6443;S 23G 3M 4;W 54G 12M ;N;Não existe local para pouso de Helicóptero.
541;051002;0358     ;5ªSR/RJ        ;5;399;DEL.10/NPF/PST.02 - LAGAMAR;BR-101, Km 079;58190;28120000;22-27367470;del10p02.rj@dprf.gov.br;177156;-21.834847;-41.430556;S;OK 
540;051001;0358     ;5ªSR/RJ        ;5;399;DEL.10/NPF/PST.01 - MORRO DO COCO;BR-101, Km 028;58190;        ;;DEL10P01.RJ@DPRF.GOV.BR;33948;-21.456800;-41.349889;N;OK 
718;050905;0356     ;5ªSR/RJ        ;5;398;DEL.09/NPF/PST.05 - ITATIAIA;BR-116 KM 319;60038;        ;;;45787;-22.495150;-44.571528;N;OK 
719;050702;0351     ;5ªSR/RJ        ;5;396;DEL.07/PST.02 - Posto Floriano;BR-393 km 275  BARRA DO PIRAI;58050;        ;(24)3337-5711;del07p02.rj@dprf.gov.br;850093;S 22G 28M ;W 44G 0M 2;N;OK
720;020403;0175     ;2ªSR/MT        ;5;217;DEL.04/PST.03 - NAO UTILIZADO NESSA DELEGACIA;NÃO INFORMADO;90697;        ;;;10902;          ;          ;N;Patio grande e asfaltado.
721;340003;1111     ;4ªDR/AP        ;5;244;PST.03 - Posto Oiapoque;NÃO INFORMADO;06092;68980000;Não possui;;919759;3.7770000 ;-51.790750;N; 
548;060201;0391     ;6ªSR/SP        ;5;402;DEL.02/PST.01 - Posto de São José dos Campos;BR-116, Km 156;70998;12240420;12 3931-7088;del02sp.sp@dprf.gov.br;11240;-23.249389;-45.935333;N;OK 
544;020304;0173     ;2ªSR/MT        ;5;213;DEL.03/PST.04 - Base do GEFRON - DESATIVADO;;(null);        ;;;62772;          ;          ;N; 
389;050000;0320     ;5ªSR/RJ        ;4;111;5ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Rod. Presid. Dutra, Km 163 - Vigário Geral;60011;21240000;21-35039002, 9030;gab.rj@dprf.gov.br;13906;-22.819533;-43.328008;S;ok
390;050100;0339     ;5ªSR/RJ        ;1;389;DEL.01 - SEDE DEL. DUQUE DE CAXIAS;BR 040, KM 109;60011;25240970;21-26761601;tel.01@dprf.gov.br;36184;-22.674778;-43.284917;S;Área atraz da SPRF e área do DNIT.
391;050200;0341     ;5ªSR/RJ        ;1;389;DEL.02 - SEDE DEL. DE NITERÓI;BR 101 km 322 SENTIDO RJ;58653;24050290;21-22193202;del02.rj@dprf.gov.br;36186;S 22G 52M ;W 43G 6M 5;S;SIM, NO RETORNO DO BELVEDERE, PORÉM, TRATA-SE DE REGIÃO DE SERRA E SUJEITA A FORTES VENTOS E NEVOEIRO.
392;050300;0343     ;5ªSR/RJ        ;1;389;DEL.03 - SEDE DEL. ITAGUAÍ;BR 101 km 394;58394;        ;21-22193203;del03.rj@dprf.gov.br;104062;-22.859111;-43.758750;S;ÁREA DA PONTE
393;050400;0345     ;5ªSR/RJ        ;1;389;DEL.04 - SEDE DEL. MAGÉ;BR 116 km 122;58491;25900000;2136322740;del04.rj@dprf.gov.br;36192;-22.659861;-43.090944;S;OK Não existe pouso para Helicoptero.
394;050500;0347     ;5ªSR/RJ        ;1;389;DEL.05 - SEDE DEL. BARRA DO PIRAI;Av. Desembargador Admário Alves de Mendonça, 121 - Centro;58858;28800000;21-27341075;DEL05.RJ@DPRF.GOV.BR;14015;S 22G 42M ;W 42G 37M ;N;ÁREA DO POSTO A PISTA É LARGA, SUJEITO À NEVOEIRO, SERRA.
395;050600;0349     ;5ªSR/RJ        ;1;389;DEL.06 - SEDE DEL. DE PETROPOLIS;BR 116 km 227 SENTIDO RJ;58793;27175000;24-24315010;DEL06.RJ@DPRF.GOV.BR;13911;S 22G 40M ;W 43G 50M ;N;ÁREA DO POSTO
396;050700;0351     ;5ªSR/RJ        ;1;389;DEL.07 - SEDE DEL. DE RESENDE;BR 393 km 255 SENTIDO TRÊS RIOS;58050;27101970;24-24433179; 3178; 1716;DEL07.RJ@DPRF.GOV.BR;51949;S 22G 25M ;W 43G 43M ;N;OK
397;050800;0357     ;5ªSR/RJ        ;1;389;DEL.08 - SEDE DEL. DE CAMPOS DOS GOYTACAZES;BR 040 km 47 SENTIDO RJ;58777;25650000;24-22233754;DEL08.RJ@DPRF.GOV.BR;47051;S 22G 17M ;W 43G 7M 4;N;OK
398;050900;0355     ;5ªSR/RJ        ;1;389;DEL.09 - SEDE DEL. RESENDE;BR 116 km 304;58831;        ;24-33285533;DEL09.RJ@DPRF.GOV.BR;36218;-22.455556;-44.425278;N;OK 
542;050904;0356     ;5ªSR/RJ        ;5;398;DEL.09/NPF/PST.04 - BALANÇA;BR 116 km 301;58831;        ;;;44309;-22.455556;-44.442778;N;OK 
399;051000;0357     ;5ªSR/RJ        ;1;389;DEL.10 - SEDE DEL CAMPOS;Rua Silvio Bastos Tavares, 59 ? Parque Rodoviário;58190;        ;22-27322012; 27322284;DEL10.RJ@DPRF.GOV.BR;848805;-21.753889;-41.344722;N;OK 
746;170003;0885     ;17ªSR/PI       ;7;420;17ª SRPRF/PI ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;AV. JOÃO XXIII  N.º 1516   B. DOS NOIVOS;12190;64045000;(86) 3232-1142/0411;nuram.pi@dprf.gov.br;14614;          ;          ;N;
747;180001;0925     ;18ªSR/MA       ;7;361;18ª SRPRF/MA ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;BR-135, KM 01 Nº 3737, TIRIRICAL;09210;65095600;(98) 3244-5396/5390/5372;nuram.ma@dprf.gov.br;14713;          ;          ;N;
748;190004;0965     ;19ªSR/PA       ;7;426;19ª SRPRF/PA ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;TRAVESSA D. PEDRO I, Nº 52  BAIRRO  UMARIZAL;04278;66050100;(91) 3242-4045;nuram.pa@dprf.gov.br;14743;          ;          ;N;
749;200002;1005     ;20ªSR/SE       ;7;38;20ª SRPRF/SE ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;AV. MARANHÃO, 1890 - BAIRRO SANTOS DUMONT;31054;49087420;(79) 2107-3900;nuram.se@dprf.gov.br;6357;          ;          ;N;
750;210005;1045     ;21ªSR/RO       ;7;0;21ª SRPRF/RO ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;AV. PINHEIRO MACHADO, 1276, CENTRO;00035;76801112;(69) 3211-7821;nuram.ro@dprf.gov.br;6610;          ;          ;N;
751;310006;(null);1ºDR/DF        ;7;241;1ºDRPRF/DF ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;BR-040, KM 001 ALFA - SANTA MARIA;97012;72433000;(61) 3394-5112;nuram.df@dprf.gov.br;23074;          ;          ;N;
752;320007;1090     ;2ºDR/TO        ;7;0;2ºDRPRF/TO ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;QUADRA 103 SUL, SO 11 LOTE 30 PALMAS;97330;77015030;(63) 3215-9700;nuram.to@dprf.gov.br;24898;          ;          ;N;
753;330005;(null);3ºDR/AM        ;7;243;3ºDRPRF/AM ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;AVENIDA MÁRIO IPIRANGA 2479, CONJUNTO DNER, BAIRRO PARQUE 10;02550;69050030;(92) 3216 5270/5277/5275;nuram.am@dprf.gov.br;15180;          ;          ;N;
754;340004;(null);4ºDR/AP        ;7;244;4ºDRPRF/AP ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;BR- 210, KM 00 Nº 201 - SÃO LÁZARO;06050;68909130;(96) 3251-4708 / 2230 / 4661 / 3222-7628;nuram.ap@dprf.gov.br;6375;          ;          ;N;
755;350003;(null);5ºDR/RR        ;7;245;5ºDRPRF/RR ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;RUA PROFESSOR DIOMEDES, SÃO VICENTE, BOA VISTA;03018;69303350;(95) 3624-1166;nuram.rr@dprf.gov.br;15190;          ;          ;N;
758;210502;1067     ;21ªSR/RO       ;5;82;DEL.05/PST.02 - Xapuri / AC 02;BR-364, Km 117;01490;69900001;(68) 3212-5300;del05p02.ac@dprf.gov.br;188971;          ;          ;N;
792;050803;0357     ;5ªSR/RJ        ;5;397;DEL.08/PST.02 - Posto Trevo Bom Jesus;BR-356;59072;        ;24-22711039;;116814;          ;          ;N;
769;005000;0018     ;CGPLAM         ;11;111;COORDENAÇÃO-GERAL DE PLANEJAMENTO E MODERNIZAÇÃO RODOVIÁRIA;SEPN 506 BLOCO C PROJEÇÃO 08;97012;70740503;61-20256800;cgplam@dprf.gov.br;12691;          ;          ;N;
770;005010;0020     ;DIASI          ;15;769;DIVISÃO DE ADMINISTRAÇÃO DE SISTEMAS;SEPN 506 BLOCO C PROJEÇÃO 08;97012;70740503;61-20256805;diasi@dprf.gov.br;12691;          ;          ;N;
771;005020;0021     ;DITEL          ;15;769;DIVISÃO DE TELEMÁTICA;SEPN 506 BLOCO C PROJEÇÃO 08;97012;70740503;61-20256840;ditel@dprf.gov.br;12691;          ;          ;N;
776;190302;0983     ;19ªSR/PA       ;5;429;DEL.03/PST.02-  Posto de Rio Maria;BR-222;04839;        ;;del03p02.pa@dprf.gov.br;1006047;          ;          ;N;
777;190303;0983     ;19ªSR/PA       ;5;429;DEL.03/PST.03-  Posto de Redenção;BR-155;04839;        ;;del03p03.pa@dprf.gov.br;1006047;          ;          ;N;
778;190304;0983     ;19ªSR/PA       ;5;429;DEL.03/PST.04-  Posto de São Geraldo do Araguaia;BR-155;04839;        ;;del03p04.pa@dprf.gov.br;1006047;          ;          ;N;
779;190305;0983     ;19ªSR/PA       ;5;429;DEL.03/PST.05-  Posto de Novo Repartimento;BR-230;04839;        ;;del03p05.pa@dprf.gov.br;1006064;          ;          ;N;
782;045414;0250     ;PM/MG          ;5;654;14º Cia Barcelona;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;44172;        ;;;856223;          ;          ;N;
783;045415;0250     ;PM/MG          ;5;654;15º Cia Teófilo Otoni;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;53716;        ;;;856223;          ;          ;N;
784;045416;0250     ;PM/MG          ;5;654;16º Cia Unaí;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;54070;        ;;;856223;          ;          ;N;
785;045417;0250     ;PM/MG          ;5;654;17ª Cia Pouso Alegre;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;50490;        ;;;856223;          ;          ;N;
786;045418;0250     ;PM/MG          ;5;654;18ª Cia Poços de caudas;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;50490;        ;;;856223;          ;          ;N;
787;045402;0250     ;PM/MG          ;5;654;BPMRv -  BH;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;50490;        ;;;856223;          ;          ;N;
796;080404;0495     ;8ªSR/SC        ;5;415;DEL.04/PST.04 - Posto Itajaí;BR-101, Km 135;81612;        ;;del04p04.sc@dprf.gov.br;52511;          ;          ;N;
